absoluteIndex,description,rowpos,rowneg,fp_type,colnam
55,[CX4H3][#6] (Primary_carbon),28,28,CDK_Substructure,Un55
56,[CX4H2]([#6])[#6] (Secondary_carbon),29,29,CDK_Substructure,Un56
57,[CX4H1]([#6])([#6])[#6] (Tertiary_carbon),30,30,CDK_Substructure,Un57
59,"[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]=[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]  (Alkene)",31,31,CDK_Substructure,Un59
63,[FX1][CX4] (Alkylfluoride),34,32,CDK_Substructure,Un63
66,"[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15])] (Alcohol)",35,33,CDK_Substructure,Un66
70,"[OX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylether)",36,34,CDK_Substructure,Un70
71,"[SX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylthioether)",37,35,CDK_Substructure,Un71
72,"[OX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])] (Alkylarylether)",38,36,CDK_Substructure,Un72
77,"[NX3+0,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])] (Amine)",40,37,CDK_Substructure,Un77
78,"[NX3H2+0,NX4H3+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Primary_aliph_amine)",41,38,CDK_Substructure,Un78
79,"[NX3H1+0,NX4H2+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Secondary_aliph_amine)",42,39,CDK_Substructure,Un79
80,"[NX3H0+0,NX4H1+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_aliph_amine)",43,40,CDK_Substructure,Un80
81,"[NX4H0+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Quaternary_aliph_ammonium)",44,41,CDK_Substructure,Un81
82,"[NX3H2+0,NX4H3+]c (Primary_arom_amine)",45,42,CDK_Substructure,Un82
90,"[SX2H][CX4;!$(C([SX2H])~[O,S,#7,#15])] (Alkylthiol)",48,43,CDK_Substructure,Un90
91,"[SX2]([CX4;!$(C([SX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([SX2])[O,S,#7,#15])] (Dialkylthioether)",49,44,CDK_Substructure,Un91
92,"[SX2](c)[CX4;!$(C([SX2])[O,S,#7,#15])] (Alkylarylthioether)",50,45,CDK_Substructure,Un92
94,"[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15,F,Cl,Br,I])][CX4;!$(C([N])[O,S,#7,#15])][NX3;!$(NC=[O,S,N])] (1,2-Aminoalcohol)",51,46,CDK_Substructure,Un94
117,"[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Acetal_like)",54,49,CDK_Substructure,Un117
128,"[OX2]([#6;!$(C=[N,O,S])])[CX3;$([H0][#6]),$([H1])]=[CX3] (Enolether)",57,51,CDK_Substructure,Un128
139,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[OX2][#6;!$(C=[O,N,S])] (Carboxylic_ester)",58,52,CDK_Substructure,Un139
140,"[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])] (Lactone)",59,53,CDK_Substructure,Un140
142,"[$([#6X3H0][#6]),$([#6X3H])](=[!#6])[!#6] (Carboxylic_acid_derivative)",60,54,CDK_Substructure,Un142
152,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Amide)",62,55,CDK_Substructure,Un152
153,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[NX3H2] (Primary_amide)",63,56,CDK_Substructure,Un153
154,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H1][#6;!$(C=[O,N,S])] (Secondary_amide)",64,57,CDK_Substructure,Un154
155,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])] (Tertiary_amide)",65,58,CDK_Substructure,Un155
156,"[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Lactam)",66,59,CDK_Substructure,Un156
175,"[#6][#6X3R;$([H0](=[NX2;!$(N(=[#6X3][#7X3])C=[O,S])])[#7X3;!$(N([#6X3]=[#7X2])C=[O,S])]),$([H0](-[NX3;!$(N([#6X3]=[#7X2])C=[O,S])])=,:[#7X2;!$(N(=[#6X3][#7X3])C=[O,S])])]   (Imidolactam)",70,60,CDK_Substructure,Un175
179,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_aminoacid)",72,61,CDK_Substructure,Un179
181,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_middle)",73,63,CDK_Substructure,Un181
182,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-] (Peptide_C_term)",74,64,CDK_Substructure,Un182
183,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_N_term)",75,65,CDK_Substructure,Un183
189,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I] (Vinylogous_carbonyl_or_carboxyl_derivative)",76,66,CDK_Substructure,Un189
190,"[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])] (Vinylogous_acid)",77,67,CDK_Substructure,Un190
191,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#6;!$(C=[O,N,S])] (Vinylogous_ester)",78,68,CDK_Substructure,Un191
192,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Vinylogous_amide)",79,69,CDK_Substructure,Un192
193,"[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1] (Vinylogous_halide)",80,70,CDK_Substructure,Un193
197,[!#6][#6X3](=[!#6])[!#6] (Carbonic_acid_derivatives),81,71,CDK_Substructure,Un197
201,[#7X3;!$([#7][!#6])][#6X3](=[OX1])[#7X3;!$([#7][!#6])] (Urea),82,72,CDK_Substructure,Un201
202,[#7X3;!$([#7][!#6])][#6X3](=[SX1])[#7X3;!$([#7][!#6])] (Thiourea),83,73,CDK_Substructure,Un202
204,"[#7X2;!$([#7][!#6])]=,:[#6X3]([#16X2&!$([#16][!#6]),SX1-])[#7X3;!$([#7][!#6])] (Isothiourea)",84,74,CDK_Substructure,Un204
207,[#7X3][#6](=[OX1])[#8X2][#6] (Urethan),85,76,CDK_Substructure,Un207
231,[c]=[OX1] (Oxoarene),86,78,CDK_Substructure,Un231
234,[nX3H0+0] (Hetero_N_basic_no_H),88,80,CDK_Substructure,Un234
235,"[nX2,nX3+] (Hetero_N_nonbasic)",89,81,CDK_Substructure,Un235
237,[sX2] (Hetero_S),90,83,CDK_Substructure,Un237
263,[SX4D4](=[!#6])(=[!#6])([!#6])[!#6] (Sulfuric_derivative),94,85,CDK_Substructure,Un263
264,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[$([OX2H]),$([OX1-])] (Sulfonic_acid)",95,86,CDK_Substructure,Un264
265,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Sulfonamide)",96,87,CDK_Substructure,Un265
268,"[SX4;$([H1]),$([H0][#6])](=[!#6])(=[!#6])[!#6] (Sulfonic_derivative)",97,88,CDK_Substructure,Un268
283,"[PX4;$([H1]),$([H0][#6])](=[OX1])([$([OX2H]),$([OX1-])])[$([OX2H]),$([OX1-])] (Phosphonic_acid)",99,89,CDK_Substructure,Un283
289,"[PX4;$([H1]),$([H0][#6])](=[!#6])([!#6])[!#6] (Phosphonic_acid_derivative)",100,90,CDK_Substructure,Un289
291,"[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])] (Phosphoric_monoester)",101,91,CDK_Substructure,Un291
292,"[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])] (Phosphoric_diester)",102,92,CDK_Substructure,Un292
300,[PX4D4](=[!#6])([!#6])([!#6])[!#6] (Phosphoric_acid_derivative),103,93,CDK_Substructure,Un300
329,[!#6;!R0] (Heterocyclic),104,94,CDK_Substructure,Un329
332,[D4R;$(*(@*)(@*)(@*)@*)] (Spiro),105,96,CDK_Substructure,Un332
333,[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])] (Annelated_rings),106,97,CDK_Substructure,Un333
335,"[OX2;$([r5]1@C@C@C(O)@C1),$([r6]1@C@C@C(O)@C(O)@C1)] (Sugar_pattern_1)",108,98,CDK_Substructure,Un335
336,"[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C@C1)] (Sugar_pattern_2)",109,99,CDK_Substructure,Un336
341,"*=*[*]=,#,:[*] (Conjugated_double_bond)",111,101,CDK_Substructure,Un341
345,"[$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))][#8X2][$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))] (Mixed_anhydrides)",112,103,CDK_Substructure,Un345
354,"[$([#7X2,OX1,SX1]=*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=*),$([#7X3,OX2,SX2;!H0]*:n)] (1,3-Tautomerizable)",114,104,CDK_Substructure,Un354
355,"[$([#7X2,OX1,SX1]=,:**=,:*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=**=*),$([#7X3,OX2,SX2;!H0]*=,:**:n)] (1,5-Tautomerizable)",115,105,CDK_Substructure,Un355
356,[!$(*#*)&!D1]-!@[!$(*#*)&!D1] (Rotatable_bond),116,106,CDK_Substructure,Un356
359,"[$([CX4;!$([H0]);!$(C[!#6;!$([P,S]=O);!$(N(~O)~O)])][$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-]);!$(*[S,O,N;H1,H2]);!$([*+0][S,O;X1-])]),$([CX4;!$([H0])]1[CX3]=[CX3][CX3]=[CX3]1)] (CH-acidic)",117,108,CDK_Substructure,Un359
361,"[$([*@](~*)(~*)(*)*),$([*@H](*)(*)*),$([*@](~*)(*)*),$([*@H](~*)~*)] (Chiral_center_specified)",118,109,CDK_Substructure,Un361
377,[!#6;!#1]1~*~*~1,121,110,MACCS,Un377
385,[#7]-[#8],125,111,MACCS,Un385
386,[#7]~[#6](~[#7])~[#7],126,112,MACCS,Un386
387,[#6]=;@[#6](@*)@*,127,113,MACCS,Un387
391,[#6]~[!#6;!#1](~[#6])(~[#6])~*,130,114,MACCS,Un391
393,[#6]~[#16]~[#7],131,115,MACCS,Un393
394,[#7]~[#16],132,116,MACCS,Un394
397,[#16R],134,117,MACCS,Un397
398,[#7]~[#6](~[#8])~[#7],135,118,MACCS,Un398
404,[!C;!c;!#1;!H0]~*~[!C;!c;!#1;!H0],136,121,MACCS,Un404
408,[#16]~*~[#7],139,122,MACCS,Un408
409,[#8]~[!#6;!#1](~[#8])(~[#8]),140,123,MACCS,Un409
411,[#6]=[#6](~[#6])~[#6],141,124,MACCS,Un411
412,[#6]~[#16]~[#8],142,125,MACCS,Un412
413,[#7]~[#7],143,126,MACCS,Un413
414,[!#6;!#1;!H0]~*~*~*~[!#6;!#1;!H0],144,127,MACCS,Un414
415,[!#6;!#1;!H0]~*~*~[!#6;!#1;!H0],145,128,MACCS,Un415
418,[#8R],147,129,MACCS,Un418
420,[#16]!:*:*,148,131,MACCS,Un420
423,*@*!@*@*,150,132,MACCS,Un423
424,[#7]=[#8],151,133,MACCS,Un424
425,*@*!@[#16],152,134,MACCS,Un425
426,c:n,153,135,MACCS,Un426
427,[#6]~[#6](~[#6])(~[#6])~*,154,136,MACCS,Un427
428,[!#6;!#1]~[#16],155,137,MACCS,Un428
430,[!#6;!#1]~[!#6;!#1;!H0],156,139,MACCS,Un430
431,[!#6;!#1]~[#7]~[!#6;!#1],157,140,MACCS,Un431
433,[#8]~*~*~[#8],159,141,MACCS,Un433
434,[#16]=*,160,142,MACCS,Un434
435,[CH3]~*~[CH3],161,143,MACCS,Un435
436,*!@[#7]@*,162,144,MACCS,Un436
438,[#7]~*~[#7],163,146,MACCS,Un438
440,[#7]~*~*~[#7],164,148,MACCS,Un440
441,[#7]~*~*~*~[#7],165,149,MACCS,Un441
442,[#16]~*(~*)~*,166,150,MACCS,Un442
443,*~[CH2]~[!#6;!#1;!H0],167,151,MACCS,Un443
444,[!#6;!#1]1~*~*~*~*~1,168,152,MACCS,Un444
445,[NH2],169,153,MACCS,Un445
446,[#6]~[#7](~[#6])~[#6],170,154,MACCS,Un446
447,"[C;H2,H3][!#6;!#1][C;H2,H3]",171,155,MACCS,Un447
448,"[F,Cl,Br,I]!@*@*",172,156,MACCS,Un448
449,contains at least 1 Sulfur,173,157,MACCS,Un449
450,[#8]~*~*~*~[#8],174,158,MACCS,Un450
451,"[$([!#6;!#1;!H0]~*~*~[CH2]~*),$([!#6;!#1;!H0;R]1@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~[R]1@[R]@[CH2;R]1)]",175,159,MACCS,Un451
452,"[$([!#6;!#1;!H0]~*~*~*~[CH2]~*),$([!#6;!#1;!H0;R]1@[R]@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~[R]1@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~*~[R]1@[R]@[CH2;R]1)]",176,160,MACCS,Un452
453,[#8]~[#6](~[#7])~[#6],177,161,MACCS,Un453
454,[!#6;!#1]~[CH3],178,162,MACCS,Un454
455,[!#6;!#1]~[#7],179,163,MACCS,Un455
456,[#7]~*~*~[#8],180,164,MACCS,Un456
457,*1~*~*~*~*~1,181,165,MACCS,Un457
458,[#7]~*~*~*~[#8],182,166,MACCS,Un458
459,[!#6;!#1]1~*~*~*~*~*~1,183,167,MACCS,Un459
461,*~[CH2]~[#7],184,169,MACCS,Un461
463,[!#6;!#1]~[#8],186,170,MACCS,Un463
465,[!#6;!#1;!H0]~*~[CH2]~*,188,171,MACCS,Un465
467,[!#6;!#1]~*(~[!#6;!#1])~[!#6;!#1],189,173,MACCS,Un467
469,[CH3]~*~*~*~[CH2]~*,190,175,MACCS,Un469
470,*~[CH2]~[#8],191,176,MACCS,Un470
472,[#7]~*~[CH2]~*,192,178,MACCS,Un472
473,*~*(~*)(~*)~*,193,179,MACCS,Un473
474,[#8]!:*:*,194,180,MACCS,Un474
475,[CH3]~[CH2]~*,195,181,MACCS,Un475
476,[CH3]~*~[CH2]~*,196,182,MACCS,Un476
477,"[$([CH3]~*~*~[CH2]~*),$([CH3]~*1~*~[CH2]1)]",197,183,MACCS,Un477
478,[#7]~*~[#8],198,184,MACCS,Un478
479,"[$(*~[CH2]~[CH2]~*),$(*1~[CH2]~[CH2]1)] >= 2",199,185,MACCS,Un479
480,[#7]=*,200,186,MACCS,Un480
481,[!#6;R] >= 2,201,187,MACCS,Un481
482,[#7;R],202,188,MACCS,Un482
483,*~[#7](~*)~*,203,189,MACCS,Un483
484,[#8]~[#6]~[#8],204,190,MACCS,Un484
485,[!#6;!#1]~[!#6;!#1],205,191,MACCS,Un485
486,NA,206,192,MACCS,Un486
487,*!@[#8]!@*,207,193,MACCS,Un487
488,*@*!@[#8] >= 2,208,194,MACCS,Un488
489,"[$(*~[CH2]~*~*~*~[CH2]~*),$([R]1@[CH2;R]@[R]@[R]@[R]@[CH2;R]1),$(*~[CH2]~[R]1@[R]@[R]@[CH2;R]1),$(*~[CH2]~*~[R]1@[R]@[CH2;R]1)]",209,195,MACCS,Un489
490,"[$(*~[CH2]~*~*~[CH2]~*),$([R]1@[CH2]@[R]@[R]@[CH2;R]1),$(*~[CH2]~[R]1@[R]@[CH2;R]1)]",210,196,MACCS,Un490
491,[!#6;!#1]~[!#6;!#1] >= 2,211,197,MACCS,Un491
492,[!#6;!#1;!H0] >= 2,212,198,MACCS,Un492
493,[#8]~*~[CH2]~*,213,199,MACCS,Un493
494,*@*!@[#7],214,200,MACCS,Un494
496,[#7]!:*:*,216,201,MACCS,Un496
497,[#8]=* >= 2,217,202,MACCS,Un497
499,[!#6;!#1]~[CH2]~* >= 2,218,203,MACCS,Un499
500,[O;!H0],219,204,MACCS,Un500
502,[CH3] >= 3,220,205,MACCS,Un502
505,*!:*:*!:*,221,206,MACCS,Un505
508,"[$(*~[CH2]~[CH2]~*),$([R]1@[CH2;R]@[CH2;R]1)]",222,207,MACCS,Un508
509,*~[!#6;!#1](~*)~*,223,208,MACCS,Un509
510,"[C;H3,H4] >= 2",224,209,MACCS,Un510
511,*!@*@*!@*,225,210,MACCS,Un511
512,[#7;!H0],226,211,MACCS,Un512
513,[#8]~[#6](~[#6])~[#6],227,212,MACCS,Un513
514,[!#6;!#1]~[CH2]~*,228,213,MACCS,Un514
516,*!@[CH2]!@*,229,215,MACCS,Un516
517,[#7]~*(~*)~*,230,216,MACCS,Un517
518,[#6]-[#8],231,217,MACCS,Un518
519,[#6]-[#7],232,218,MACCS,Un519
521,"[C;H3,H4]",233,219,MACCS,Un521
672, >= 1 saturated or aromatic carbon-only ring size 5,235,220,PubChem,Un672
673, >= 1 saturated or aromatic nitrogen-containing ring size 5,236,221,PubChem,Un673
674, >= 1 saturated or aromatic heteroatom-containing ring size 5,237,222,PubChem,Un674
676, >= 1 unsaturated non-aromatic nitrogen-containing ring size 5,238,223,PubChem,Un676
677, >= 1 unsaturated non-aromatic heteroatom-containing ring size 5,239,224,PubChem,Un677
678, >= 2 any ring size 5,240,225,PubChem,Un678
680, >= 2 saturated or aromatic nitrogen-containing ring size 5,241,226,PubChem,Un680
681, >= 2 saturated or aromatic heteroatom-containing ring size 5,242,227,PubChem,Un681
707, >= 1 saturated or aromatic carbon-only ring size 6,248,229,PubChem,Un707
708, >= 1 saturated or aromatic nitrogen-containing ring size 6,249,230,PubChem,Un708
709, >= 1 saturated or aromatic heteroatom-containing ring size 6,250,231,PubChem,Un709
710, >= 1 unsaturated non-aromatic carbon-only ring size 6,251,232,PubChem,Un710
712, >= 1 unsaturated non-aromatic heteroatom-containing ring size 6,253,233,PubChem,Un712
713, >= 2 any ring size 6,254,234,PubChem,Un713
714, >= 2 saturated or aromatic carbon-only ring size 6,255,235,PubChem,Un714
715, >= 2 saturated or aromatic nitrogen-containing ring size 6,256,236,PubChem,Un715
716, >= 2 saturated or aromatic heteroatom-containing ring size 6,257,237,PubChem,Un716
720, >= 3 any ring size 6,261,238,PubChem,Un720
721, >= 3 saturated or aromatic carbon-only ring size 6,262,239,PubChem,Un721
723, >= 3 saturated or aromatic heteroatom-containing ring size 6,264,240,PubChem,Un723
727, >= 4 any ring size 6,265,241,PubChem,Un727
728, >= 4 saturated or aromatic carbon-only ring size 6,266,242,PubChem,Un728
730, >= 4 saturated or aromatic heteroatom-containing ring size 6,267,243,PubChem,Un730
734, >= 5 any ring size 6,268,244,PubChem,Un734
737, >= 5 saturated or aromatic heteroatom-containing ring size 6,269,245,PubChem,Un737
747, >= 1 unsaturated non-aromatic heteroatom-containing ring size 7,273,246,PubChem,Un747
785, >= 2 aromatic rings,276,248,PubChem,Un785
786, >= 2 hetero-aromatic rings,277,249,PubChem,Un786
787, >= 3 aromatic rings,278,250,PubChem,Un787
789, >= 4 aromatic rings,280,251,PubChem,Un789
813,[#6]~[#7] ( C-N),281,252,PubChem,Un813
814,[#6]~[#8] ( C-O),282,253,PubChem,Un814
820,[#6]~[#15] ( C-P),283,255,PubChem,Un820
856,[#6](~Br)(~[#6])(~[#6]) (C(~Br)(~C)(~C)),285,258,PubChem,Un856
865,[#6](~[#6])(~[#6])(~[#6])(~[#8]) (C(~C)(~C)(~C)(~O)),287,262,PubChem,Un865
866,[#6H1](~[#6])(~[#6])(~[#7]) (C(~C)(~C)(~H)(~N)),288,263,PubChem,Un866
867,[#6H1](~[#6])(~[#6])(~[#8]) (C(~C)(~C)(~H)(~O)),289,264,PubChem,Un867
868,[#6](~[#6])(~[#6])(~[#7]) (C(~C)(~C)(~N)),290,265,PubChem,Un868
874,[#6&!H0](~[#6])(~[#8]) (C(~C)(~H)(~O)),291,268,PubChem,Un874
